,APX FP Equity_DX_SI_QTY,APX FP Equity_DX_SHORT_INTEREST_VALUE,APX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,APX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,APX FP Equity_DX_SI_MV,APX FP Equity_DX_DSS,APX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,APX FP Equity_DX_SUPPLY_SI_QTY,APX FP Equity_DX_BROKER_SI_QTY,APX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,APX FP Equity_DX_SUPPLY_SI_QTY_INC_x,APX FP Equity_DX_BROKER_SI_MV_INC_x,APX FP Equity_DX_BROKER_SI_QTY_ADD,APX FP Equity_DX_SUPPLY_SI_MV_DEC,APX FP Equity_DX_BROKER_SI_QTY_INC,APX FP Equity_DX_SUPPLY_SI_QTY_DEC,APX FP Equity_DX_BROKER_SI_MV_INC_y,APX FP Equity_DX_SUPPLY_SI_QTY_INC_y,APX FP Equity_DX_BROKER_SI_MV_ADD,APX FP Equity_DX_SUPPLY_SI_QTY_ADD,APX FP Equity_DX_BROKER_SI_QTY_DEC,APX FP Equity_DX_SUPPLY_SI_MV,APX FP Equity_DX_BROKER_SI_MV_DEC,APX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,APX FP Equity_DX_UTILIZATION_QUANTITY,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,APX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,APX FP Equity_DX_ACTIVE_UTILIZATION_MV,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,APX FP Equity_DX_BROKER_SI_CON_RATIO,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,APX FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-10-08,16800.0,800830.63,8.95,4.51,0.83,5.0,800830.63,0.0,16800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,56.0
2009-10-09,16800.0,805968.28,9.84,4.51,0.84,5.0,805968.28,0.0,16800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,56.0
2009-10-12,16800.0,802436.15,9.84,4.51,0.84,5.0,802436.15,0.0,16800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,56.0
2009-10-13,16800.0,799867.33,9.81,4.51,0.84,5.0,799867.33,0.0,16800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,56.0
2009-10-14,16800.0,819775.71,8.9,4.51,0.84,5.0,819775.71,0.0,16800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,56.0
2009-10-15,13600.0,660898.58,7.05,3.65,0.69,4.0,660898.58,0.0,13600.0,0.0,,,,,,,,,,,3200.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.3333
2009-10-16,13600.0,649981.08,6.01,3.65,0.69,4.0,649981.08,0.0,13600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.3333
2009-10-19,13600.0,664537.74,7.25,3.65,0.68,4.0,664537.74,0.0,13600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.3333
2009-10-20,13600.0,662978.1,7.29,3.65,0.7,4.0,662978.1,0.0,13600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.3333
2009-10-21,13600.0,661288.49,6.16,3.65,0.69,4.0,661288.49,0.0,13600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.3333
2009-10-22,13600.0,649331.23,6.25,3.65,0.69,4.0,649331.23,0.0,13600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.3333
2009-10-23,13600.0,654919.95,6.09,3.65,0.68,4.0,654919.95,0.0,13600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.3333
2009-10-26,13600.0,657259.41,6.01,3.65,0.69,4.0,657259.41,0.0,13600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.3333
2009-10-27,8550.0,415001.13,3.54,2.3,0.43,3.0,415001.13,0.0,8550.0,0.0,,,,,,,,,,,5050.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,28.5
2009-10-28,3550.0,166848.32,1.46,0.95,0.18,2.0,166848.32,0.0,3550.0,0.0,,,,,,,,,,,5000.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.8333
2009-10-29,3550.0,169087.44,1.53,0.95,0.17,2.0,169087.44,0.0,3550.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.8333
2009-10-30,3550.0,165253.79,1.53,0.95,0.18,2.0,165253.79,0.0,3550.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.8333
2009-11-02,3550.0,168001.8,1.53,0.95,0.18,2.0,168001.8,0.0,3550.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.8333
2009-11-03,3550.0,166101.94,1.61,0.95,0.18,2.0,166101.94,0.0,3550.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.8333
2009-11-04,3550.0,169257.07,1.39,0.95,0.17,2.0,169257.07,0.0,3550.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.8333
2009-11-05,3550.0,169223.14,1.39,0.8,0.18,2.0,169223.14,0.0,3550.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.8333
2009-11-06,13650.0,654327.44,5.32,3.09,0.68,4.0,654327.44,0.0,13650.0,0.0,,0.5,,,10100.0,,0.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.5
2009-11-09,13650.0,665154.62,4.71,3.09,0.68,4.0,665154.62,0.0,13650.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.5
2009-11-10,13650.0,664632.83,4.93,3.09,0.7,4.0,664632.83,0.0,13650.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.5
2009-11-11,13650.0,670242.1,4.93,3.09,0.7,4.0,670242.1,0.0,13650.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.5
2009-11-12,13650.0,664632.83,4.92,3.09,0.7,4.0,664632.83,0.0,13650.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.5
2009-11-13,13650.0,670633.44,5.05,3.09,0.7,4.0,670633.44,0.0,13650.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,45.5
2009-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,13650.0,0.0,0.7,0.0,0.0,300.0,15106.17,0.02,0.0,,0.0,,0.0
2009-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14959.95,0.02,0.0,,0.0,,0.0
2009-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14836.67,0.02,0.0,,0.0,,0.0
2009-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14635.98,0.02,0.0,,0.0,,0.0
2009-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14670.39,0.02,0.0,,0.0,,0.0
2009-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14991.49,0.02,0.0,,0.0,,0.0
2009-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14684.72,0.02,0.0,,0.0,,0.0
2009-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14716.26,0.02,0.0,,0.0,,0.0
2009-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14375.09,0.02,0.0,,0.0,,0.0
2009-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14317.75,0.02,0.0,,0.0,,0.0
2009-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14217.4,0.02,0.0,,0.0,,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14595.85,0.01,0.0,,0.0,,0.0
2009-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14699.06,0.02,0.0,,0.0,,0.0
2009-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14704.79,0.02,0.0,,0.0,,0.0
2009-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14922.68,0.02,0.0,,0.0,,0.0
2009-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14925.55,0.02,0.0,,0.0,,0.0
2009-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14816.61,0.02,0.0,,0.0,,0.0
2009-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14830.94,0.02,0.0,,0.0,,0.0
2009-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14885.41,0.02,0.0,,0.0,,0.0
2009-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14997.23,0.02,0.0,,0.0,,0.0
2009-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15025.9,0.02,0.0,,0.0,,0.0
2009-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15060.3,0.02,0.0,,0.0,,0.0
2009-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15011.56,0.02,0.0,,0.0,,0.0
2009-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14873.95,0.02,0.0,,0.0,,0.0
2009-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14822.34,0.02,0.0,,0.0,,0.0
2009-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14925.55,0.02,0.0,,0.0,,0.0
2009-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15005.83,0.02,0.0,,0.0,,0.0
2009-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15023.03,0.02,0.0,,0.0,,0.0
2009-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15023.03,0.02,0.0,,0.0,,0.0
2009-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15023.03,0.02,0.0,,0.0,,0.0
2009-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15180.71,0.02,0.0,,0.0,,0.0
2009-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15180.71,0.02,0.0,,0.0,,0.0
2009-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15349.87,0.02,0.0,,0.0,,0.0
2009-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15349.87,0.02,0.0,,0.0,,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15349.87,0.02,0.0,,0.0,,0.0
2010-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15636.56,0.02,0.0,,0.0,,0.0
2010-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15756.98,0.02,0.0,,0.0,,0.0
2010-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15888.86,0.02,0.0,,0.0,,0.0
2010-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15756.98,0.02,0.0,,0.0,,0.0
2010-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15762.71,0.02,0.0,,0.0,,0.0
2010-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15562.02,0.02,0.0,,0.0,,0.0
2010-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15395.74,0.02,0.0,,0.0,,0.0
2010-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15326.93,0.02,0.0,,0.0,,0.0
2010-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15375.67,0.02,0.0,,0.0,,0.0
2010-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15375.67,0.02,0.0,,0.0,,0.0
2010-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15507.55,0.02,0.0,,0.0,,0.0
2010-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15673.84,0.02,0.0,,0.0,,0.0
2010-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15444.48,0.02,0.0,,0.0,,0.0
2010-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15232.32,0.02,0.0,,0.0,,0.0
2010-01-22,5000.0,249762.63,5.66,1.13,0.27,2.0,249762.63,0.0,5000.0,0.0,,,5000.0,,,,,,0.27,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.6667
2010-01-25,5000.0,248568.05,4.43,1.13,0.26,2.0,248568.05,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.6667
2010-01-26,5000.0,247230.12,4.52,1.13,0.26,2.0,247230.12,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.6667
2010-01-27,5000.0,243694.17,4.51,1.13,0.26,2.0,243694.17,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.6667
2010-01-28,5000.0,244602.05,3.92,1.13,0.26,2.0,244602.05,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.6667
2010-01-29,5000.0,248759.18,3.1,1.13,0.26,2.0,248759.18,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.6667
2010-02-01,5000.0,249045.88,3.08,1.13,0.26,2.0,249045.88,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.6667
2010-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,5000.0,0.0,0.26,0.0,0.0,300.0,14991.49,0.02,0.0,,0.0,,0.0
2010-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15103.3,0.02,0.0,,0.0,,0.0
2010-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14802.27,0.02,0.0,,0.0,,0.0
2010-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14601.58,0.02,0.0,,0.0,,0.0
2010-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14701.93,0.02,0.0,,0.0,,0.0
2010-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14899.75,0.02,0.0,,0.0,,0.0
2010-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,14957.09,0.02,0.0,,0.0,,0.0
2010-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15252.39,0.02,0.0,,0.0,,0.0
2010-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,300.0,15066.03,0.02,0.0,,0.0,,0.0
2010-02-15,5500.0,279732.23,3.39,1.24,0.29,2.0,279732.23,0.0,5500.0,0.0,,,5500.0,,,,,,0.29,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.3333
2010-02-16,5500.0,279259.18,3.39,1.24,0.29,2.0,279259.18,0.0,5500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.3333
2010-02-17,5500.0,283306.41,2.72,1.24,0.29,2.0,283306.41,0.0,5500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.3333
2010-02-18,5500.0,284515.33,2.74,1.24,0.3,2.0,284515.33,0.0,5500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.3333
2010-02-19,5500.0,283832.03,2.8,1.24,0.3,2.0,283832.03,0.0,5500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.3333
2010-02-22,2818.0,144913.53,1.43,0.64,0.15,1.0,144913.53,0.0,2818.0,0.0,,,,,,,,,,,2682.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,9.3933
2010-02-23,2818.0,144455.71,1.52,0.64,0.15,1.0,144455.71,0.0,2818.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,9.3933
2010-02-24,2818.0,144509.57,1.52,0.64,0.15,1.0,144509.57,0.0,2818.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,9.3933
2010-02-25,2818.0,141628.0,1.53,0.64,0.15,1.0,141628.0,0.0,2818.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,9.3933
2010-02-26,2818.0,142624.43,1.49,0.64,0.15,1.0,142624.43,0.0,2818.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,9.3933
2010-03-01,1000.0,52313.01,0.53,0.23,0.05,1.0,52313.01,0.0,1000.0,0.0,,,,,,,,,,,1818.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-02,1000.0,52561.49,0.53,0.23,0.06,1.0,52561.49,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-03,1000.0,52207.89,0.52,0.23,0.06,1.0,52207.89,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-04,1000.0,51873.41,0.57,0.23,0.05,1.0,51873.41,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-05,1000.0,52704.84,0.57,0.23,0.05,1.0,52704.84,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-08,1000.0,53326.02,0.66,0.23,0.06,1.0,53326.02,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-09,1000.0,53736.95,0.66,0.23,0.06,1.0,53736.95,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-10,1000.0,53698.73,0.66,0.23,0.06,1.0,53698.73,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-11,1000.0,53192.22,0.74,0.23,0.06,1.0,53192.22,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-12,1000.0,52972.42,0.94,0.23,0.06,1.0,52972.42,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-15,1000.0,52523.26,0.82,0.23,0.06,1.0,52523.26,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-16,1000.0,52504.15,0.91,0.23,0.06,1.0,52504.15,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-17,1000.0,53670.06,0.92,0.23,0.05,1.0,53670.06,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-18,1000.0,53631.83,0.8,0.23,0.06,1.0,53631.83,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-19,1000.0,53670.06,0.92,0.23,0.06,1.0,53670.06,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-22,1000.0,53440.7,0.92,0.23,0.06,1.0,53440.7,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-23,1000.0,53593.6,0.92,0.23,0.06,1.0,53593.6,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-24,1000.0,54109.66,0.91,0.23,0.06,1.0,54109.66,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-25,1000.0,54272.12,0.97,0.23,0.06,1.0,54272.12,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-26,1000.0,53908.97,0.93,0.23,0.06,1.0,53908.97,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-29,1000.0,54759.51,0.88,0.23,0.06,1.0,54759.51,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-30,1000.0,54969.76,0.76,0.26,0.06,1.0,54969.76,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-03-31,1000.0,54625.72,0.93,0.26,0.06,1.0,54625.72,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-04-01,1000.0,55724.73,0.89,0.26,0.06,1.0,55724.73,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-04-02,1000.0,55724.73,0.83,0.26,0.06,1.0,55724.73,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-04-05,1000.0,55724.73,0.83,0.26,0.06,1.0,55724.73,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
2010-04-06,1000.0,57406.7,0.83,0.26,0.06,1.0,57406.7,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.3333
